0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Midi Drums"
1, 0, Instrument_name_t, "Brooklyn"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 652174
1, 3, Control_c, 9, 4, 90
1, 3, Note_on_c, 9, 22, 127
1, 13, Note_on_c, 9, 36, 127
1, 55, Control_c, 9, 4, 0
1, 77, Note_off_c, 9, 22, 64
1, 88, Note_off_c, 9, 36, 64
1, 245, Note_on_c, 9, 44, 102
1, 254, Note_on_c, 9, 42, 98
1, 257, Note_on_c, 9, 36, 127
1, 268, Control_c, 9, 4, 90
1, 319, Note_off_c, 9, 44, 64
1, 329, Note_off_c, 9, 42, 64
1, 331, Note_off_c, 9, 36, 64
1, 489, Control_c, 9, 4, 90
1, 489, Note_on_c, 9, 42, 71
1, 564, Note_off_c, 9, 42, 64
1, 710, Control_c, 9, 4, 90
1, 710, Note_on_c, 9, 42, 34
1, 785, Note_off_c, 9, 42, 64
1, 969, Control_c, 9, 4, 90
1, 969, Note_on_c, 9, 42, 60
1, 1043, Note_off_c, 9, 42, 64
1, 1095, Control_c, 9, 4, 90
1, 1095, Note_on_c, 9, 42, 19
1, 1169, Note_off_c, 9, 42, 64
1, 1217, Control_c, 9, 4, 90
1, 1217, Note_on_c, 9, 42, 63
1, 1292, Note_off_c, 9, 42, 64
1, 1329, Control_c, 9, 4, 90
1, 1329, Note_on_c, 9, 22, 93
1, 1404, Note_off_c, 9, 22, 64
1, 1451, Control_c, 9, 4, 90
1, 1451, Note_on_c, 9, 42, 127
1, 1526, Note_off_c, 9, 42, 64
1, 1569, Control_c, 9, 4, 90
1, 1569, Note_on_c, 9, 22, 96
1, 1643, Note_off_c, 9, 22, 64
1, 1676, Control_c, 9, 4, 90
1, 1676, Note_on_c, 9, 22, 127
1, 1751, Note_off_c, 9, 22, 64
1, 1798, Control_c, 9, 4, 90
1, 1798, Note_on_c, 9, 22, 127
1, 1872, Note_off_c, 9, 22, 64
1, 1920, Control_c, 9, 4, 0
1, 1920, Note_on_c, 9, 26, 127
