0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Midi Drums"
1, 0, Instrument_name_t, "Brooklyn"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 476190
1, 3, Control_c, 9, 4, 81
1, 3, Note_on_c, 9, 26, 51
1, 3, Note_on_c, 9, 44, 17
1, 25, Note_on_c, 9, 36, 26
1, 34, Control_c, 9, 4, 90
1, 104, Note_off_c, 9, 26, 64
1, 104, Note_off_c, 9, 44, 64
1, 110, Control_c, 9, 4, 90
1, 126, Note_off_c, 9, 36, 64
1, 255, Control_c, 9, 4, 90
1, 255, Note_on_c, 9, 22, 62
1, 357, Note_off_c, 9, 22, 64
1, 484, Note_on_c, 9, 36, 21
1, 494, Control_c, 9, 4, 90
1, 494, Note_on_c, 9, 42, 22
1, 586, Note_off_c, 9, 36, 64
1, 596, Note_off_c, 9, 42, 64
1, 716, Control_c, 9, 4, 90
1, 716, Note_on_c, 9, 22, 41
1, 818, Note_off_c, 9, 22, 64
1, 960, Note_on_c, 9, 36, 22
1, 974, Note_on_c, 9, 37, 85
1, 975, Control_c, 9, 4, 90
1, 975, Note_on_c, 9, 22, 60
1, 1062, Note_off_c, 9, 36, 64
1, 1075, Note_off_c, 9, 37, 64
1, 1078, Note_off_c, 9, 22, 64
1, 1214, Control_c, 9, 4, 90
1, 1214, Note_on_c, 9, 22, 18
1, 1317, Note_off_c, 9, 22, 64
1, 1433, Control_c, 9, 4, 90
1, 1433, Note_on_c, 9, 22, 19
1, 1443, Note_on_c, 9, 36, 25
1, 1536, Note_off_c, 9, 22, 64
1, 1546, Note_off_c, 9, 36, 64
1, 1674, Control_c, 9, 4, 87
1, 1674, Note_on_c, 9, 26, 53
1, 1674, Note_on_c, 9, 37, 80
1, 1711, Control_c, 9, 4, 80
1, 1744, Control_c, 9, 4, 61
1, 1776, Control_c, 9, 4, 44
1, 1776, Note_off_c, 9, 26, 64
1, 1776, Note_off_c, 9, 37, 64
1, 1826, Control_c, 9, 4, 70
1, 1862, Control_c, 9, 4, 90
1, 1901, Control_c, 9, 4, 90
