0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Midi Drums"
1, 0, Instrument_name_t, "Brooklyn"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 625000
1, 5, Note_on_c, 9, 36, 67
1, 14, Control_c, 9, 4, 90
1, 14, Note_on_c, 9, 42, 88
1, 82, Note_off_c, 9, 36, 64
1, 91, Note_off_c, 9, 42, 64
1, 123, Control_c, 9, 4, 90
1, 123, Note_on_c, 9, 42, 31
1, 200, Note_off_c, 9, 42, 64
1, 345, Control_c, 9, 4, 90
1, 345, Note_on_c, 9, 42, 61
1, 423, Note_off_c, 9, 42, 64
1, 467, Control_c, 9, 4, 90
1, 467, Note_on_c, 9, 42, 104
1, 545, Note_off_c, 9, 42, 64
1, 582, Control_c, 9, 4, 90
1, 582, Note_on_c, 9, 42, 21
1, 660, Note_off_c, 9, 42, 64
1, 704, Control_c, 9, 4, 90
1, 704, Note_on_c, 9, 42, 6
1, 782, Note_off_c, 9, 42, 64
1, 825, Control_c, 9, 4, 90
1, 825, Note_on_c, 9, 42, 33
1, 903, Note_off_c, 9, 42, 64
1, 945, Control_c, 9, 4, 90
1, 945, Note_on_c, 9, 42, 127
1, 1023, Note_off_c, 9, 42, 64
1, 1063, Control_c, 9, 4, 90
1, 1063, Note_on_c, 9, 42, 37
1, 1140, Note_off_c, 9, 42, 64
1, 1164, Control_c, 9, 4, 90
1, 1164, Note_on_c, 9, 42, 8
1, 1243, Note_off_c, 9, 42, 64
1, 1299, Control_c, 9, 4, 90
1, 1299, Note_on_c, 9, 42, 40
1, 1376, Note_off_c, 9, 42, 64
1, 1432, Control_c, 9, 4, 90
1, 1432, Note_on_c, 9, 42, 127
1, 1510, Note_off_c, 9, 42, 64
1, 1543, Control_c, 9, 4, 90
1, 1543, Note_on_c, 9, 42, 45
1, 1620, Note_off_c, 9, 42, 64
1, 1669, Control_c, 9, 4, 90
1, 1669, Note_on_c, 9, 42, 6
1, 1747, Note_off_c, 9, 42, 64
1, 1775, Control_c, 9, 4, 90
1, 1775, Note_on_c, 9, 42, 40
