0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Midi Drums"
1, 0, Instrument_name_t, "Brooklyn"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 722892
1, 1, Control_c, 9, 4, 79
1, 61, Control_c, 9, 4, 78
1, 121, Control_c, 9, 4, 77
1, 181, Control_c, 9, 4, 75
1, 241, Control_c, 9, 4, 74
1, 252, Control_c, 9, 4, 73
1, 267, Control_c, 9, 4, 55
1, 282, Control_c, 9, 4, 36
1, 297, Control_c, 9, 4, 27
1, 312, Control_c, 9, 4, 18
1, 321, Control_c, 9, 4, 12
1, 336, Control_c, 9, 4, 7
1, 351, Control_c, 9, 4, 2
1, 354, Control_c, 9, 4, 0
1, 384, Control_c, 9, 4, 4
1, 414, Control_c, 9, 4, 8
1, 444, Control_c, 9, 4, 12
1, 471, Control_c, 9, 4, 16
1, 486, Control_c, 9, 4, 51
1, 501, Control_c, 9, 4, 86
1, 503, Control_c, 9, 4, 90
1, 626, Control_c, 9, 4, 89
1, 749, Control_c, 9, 4, 88
1, 873, Control_c, 9, 4, 87
1, 996, Control_c, 9, 4, 86
1, 1120, Control_c, 9, 4, 85
1, 1243, Control_c, 9, 4, 84
1, 1367, Control_c, 9, 4, 83
1, 1382, Control_c, 9, 4, 68
1, 1397, Control_c, 9, 4, 52
1, 1408, Control_c, 9, 4, 40
1, 1423, Control_c, 9, 4, 32
1, 1438, Control_c, 9, 4, 23
1, 1438, Note_on_c, 9, 38, 91
1, 1441, Control_c, 9, 4, 21
1, 1441, Note_on_c, 9, 26, 68
1, 1471, Control_c, 9, 4, 16
1, 1493, Control_c, 9, 4, 12
1, 1504, Note_off_c, 9, 38, 64
1, 1508, Note_off_c, 9, 26, 64
1, 1523, Control_c, 9, 4, 9
1, 1533, Control_c, 9, 4, 7
1, 1563, Control_c, 9, 4, 3
1, 1581, Control_c, 9, 4, 0
1, 1596, Control_c, 9, 4, 3
1, 1611, Control_c, 9, 4, 7
1, 1626, Control_c, 9, 4, 11
1, 1641, Control_c, 9, 4, 15
